DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
FRA,EDI,242,321,100,578,2902,3002,197,2,13034,142,180,954
GVA,IST,243,320,906,11503,583,1489,151,0,57045,95,569,111
IST,GVA,243,320,906,11503,1616,2544,151,0,57045,109,685,473
GVA,IST,243,320,928,11503,2636,3542,151,259,57045,127,772,833
IST,GVA,243,320,928,11503,3599,4527,151,0,57045,103,639,1162
IAD,IST,244,330,662,8011,419,1081,277,0,57304,106,884,36
IST,IAD,244,330,662,8011,1189,1839,277,0,57304,200,357,305
IAD,IST,244,330,650,8011,1962,2638,277,0,57304,193,401,596
IST,IAD,244,330,650,8011,2704,3366,277,0,57304,249,601,855
IAD,IST,244,330,676,8011,3488,4138,277,1,57304,193,364,1121
IST,IAD,244,330,676,8011,4189,4865,277,0,57304,214,427,1294
IAH,IST,245,77W,613,7513,555,1168,396,0,67801,288,324,103
IST,IAH,245,77W,613,7513,1217,1863,396,0,67801,314,374,319
IAH,IST,245,77W,646,7513,1988,2599,396,0,67801,340,487,605
IST,IAH,245,77W,646,7513,2728,3341,396,0,67801,344,475,876
IAH,IST,245,77W,611,7513,3484,4130,396,0,67801,340,510,1117
IST,IAH,245,77W,611,7513,4227,4838,396,0,67801,336,427,1302
IST,STR,246,320,553,6439,1090,1643,151,0,35964,45,880,261
STR,IST,246,320,553,6439,1736,2303,151,0,35964,52,948,520
IST,STR,246,320,567,6439,2349,2916,151,0,35964,111,469,738
STR,IST,246,320,567,6439,2957,3510,151,0,35964,100,458,969
IST,STR,246,320,567,6439,3561,4128,151,0,35964,123,527,1149
STR,IST,246,320,567,6439,4174,4741,151,0,35964,140,591,1292
EDI,GVA,247,319,462,5380,552,1014,123,0,29114,86,494,101
GVA,EDI,247,319,462,5380,1065,1527,123,0,29114,80,447,253
EDI,GVA,247,319,462,5380,1646,2117,123,0,29114,88,512,484
GVA,EDI,247,319,462,5380,2266,2735,123,7,29114,126,597,717
EDI,GVA,247,319,471,5380,2846,3308,123,0,29114,89,445,926
GVA,EDI,247,319,471,5380,3387,3849,123,0,29114,76,450,1081
EDI,GVA,247,319,469,5380,3892,4363,123,8,29114,105,562,1237
GVA,EDI,247,319,469,5380,4456,4925,123,0,29114,92,517,1344
AUS,EWR,248,738,758,9275,1046,1804,189,0,52785,105,1391,239
EWR,AUS,248,738,758,9275,1862,2613,189,0,52785,155,628,560
AUS,EWR,248,738,751,9275,2718,3476,189,0,52785,133,531,870
EWR,AUS,248,738,751,9275,3541,4292,189,0,52785,123,413,1140
AUS,IAD,249,CR7,687,8068,612,1299,70,0,33181,32,749,122
IAD,AUS,249,CR7,687,8068,1541,2230,70,0,33181,46,2275,442
AUS,IAD,249,CR7,689,8068,2419,3106,70,0,33181,81,1151,762
IAD,AUS,249,CR7,689,8068,3350,4039,70,0,33181,29,944,1073
AUS,DFW,250,M80,578,6651,1159,1737,150,328,36744,52,505,288
DFW,AUS,250,M80,578,6651,1853,2410,150,0,36744,102,477,554
AUS,DFW,250,M80,557,6651,2502,3069,150,0,36744,143,685,787
DFW,AUS,250,M80,557,6651,3184,3762,150,0,36744,95,405,1021
AUS,DFW,250,M80,567,6651,3842,4399,150,0,36744,91,420,1225
DFW,AUS,250,M80,567,6651,4453,5020,150,0,36744,124,542,1343
BOS,IAH,251,739,1017,12660,398,1415,178,0,66476,135,709,28
IAH,BOS,251,739,1017,12660,1459,2478,178,4,66476,141,724,415
BOS,RSW,251,320,397,4603,2526,2923,151,0,28320,126,480,793
RSW,BOS,251,320,397,4603,2996,3516,151,0,28320,91,299,980
BOS,DFW,251,738,600,6876,3738,4330,189,10,41749,145,427,1194
DFW,BOS,251,738,600,6876,4417,5017,189,8,41749,147,455,1339
CHS,EWR,252,ERJ,463,5139,516,979,37,0,20930,27,1283,81
EWR,CHS,252,ERJ,463,5139,1083,1549,37,0,20930,56,1413,257
CHS,CLE,252,ERJ,306,3269,2238,2544,37,0,15597,34,1075,706
CLE,CHS,252,ERJ,306,3269,3076,3730,37,0,15597,29,869,1000
CHS,IAD,253,CRJ,482,5428,381,863,50,0,22895,38,901,14
IAD,CHS,253,CRJ,482,5428,967,1457,50,0,22895,53,1057,212
CHS,EWR,253,ERJ,443,5139,2703,3166,37,0,20930,33,1298,854
EWR,CHS,253,ERJ,443,5139,3242,3708,37,0,20930,52,1303,1039
CHS,EWR,253,ERJ,474,5139,3815,4258,37,0,20930,30,1095,1218
EWR,CHS,253,ERJ,474,5139,4371,4845,37,0,20930,55,1362,1334
CHS,IAH,254,ERJ,858,10910,380,1238,37,0,37389,0,1327,12
IAH,CHS,254,ERJ,858,10910,1314,2176,37,0,37389,49,2207,362
CHS,IAH,254,ERJ,862,10910,2285,3143,37,0,37389,8,1479,723
IAH,CHS,254,ERJ,862,10910,3273,4135,37,0,37389,45,2214,1049
EWR,IAD,255,DH4,913,11274,443,1356,68,251,43231,70,1399,45
IAD,EWR,255,DH4,913,11274,1391,2304,68,0,43231,33,1298,390
EWR,IAD,255,DH4,913,11274,2352,3265,68,0,43231,53,1202,740
IAD,EWR,255,DH4,913,11274,3351,4264,68,0,43231,48,1174,1074
EWR,PHL,256,320,488,5718,801,1768,151,0,32962,124,495,175
PHL,EWR,256,320,488,5718,1849,2337,151,0,32962,62,931,551
EWR,MDW,256,73W,684,8013,2401,3085,149,0,42281,110,520,754
MDW,EWR,256,73W,684,8013,3354,4103,149,0,42281,129,688,1075
EWR,JAX,257,ERJ,1076,13701,374,1450,37,0,45349,17,1974,8
JAX,EWR,257,ERJ,1076,13701,1513,2611,37,0,45349,29,2237,433
EWR,JAX,257,ERJ,1098,13701,2701,3777,37,285,45349,42,2516,849
JAX,EWR,257,ERJ,1098,13701,3841,4939,37,12,45349,3,1673,1224
EWR,YYZ,258,E75,731,8839,1971,2693,80,0,36942,64,923,601
YYZ,EWR,258,E75,722,8839,4303,5025,80,0,36942,55,859,1323
EWR,MAN,259,752,794,9744,762,1556,200,28,56453,167,668,166
MAN,EWR,259,752,794,9744,1675,2483,200,0,56453,115,706,497
EWR,MAN,259,752,808,9744,2579,3373,200,0,56453,185,767,812
MAN,EWR,259,752,808,9744,3421,4229,200,0,56453,145,495,1094
EWR,XNA,260,ERJ,1077,13393,438,1515,37,0,44471,52,2757,43
XNA,EWR,260,ERJ,1077,13393,1571,2647,37,0,44471,26,2107,454
EWR,XNA,260,ERJ,1076,13393,2722,3799,37,0,44471,37,2331,872
XNA,EWR,260,ERJ,1076,13393,3878,4954,37,0,44471,40,2473,1234
EWR,YQB,261,ERJ,821,9962,558,1379,37,0,34686,42,1974,106
YQB,EWR,261,ERJ,821,9962,1411,2236,37,0,34686,29,2092,396
EWR,YQB,261,ERJ,825,9962,2358,3179,37,0,34686,30,1732,742
YQB,EWR,261,ERJ,825,9962,3272,4097,37,0,34686,46,1999,1046
FCO,IAD,262,763,369,3772,565,934,218,0,29462,174,310,107
IAD,FCO,262,763,369,3772,1034,1387,218,0,29462,152,244,232
FCO,IAD,262,763,353,3772,1433,1798,218,0,29462,147,269,406
IAD,FCO,262,763,353,3772,1935,2285,218,0,29462,163,331,589
FCO,IAD,262,763,365,3772,2398,2760,218,0,29462,175,351,753
IAD,FCO,262,763,365,3772,2889,3258,218,0,29462,160,320,946
FCO,IST,262,321,308,3398,3505,3824,197,112,26265,65,548,1129
IST,FCO,262,321,308,3398,3932,4240,197,0,26265,174,364,1243
FCO,IST,262,321,341,3398,4344,4652,197,0,26265,157,345,1329
IST,FCO,262,321,341,3398,4715,5056,197,0,26265,170,330,1357
IAD,BOS,263,E90,335,3566,1978,2323,100,0,20622,58,357,603
BOS,IAD,263,E90,345,3566,2430,2770,100,0,20622,67,1084,765
IAD,BOS,263,E90,345,3566,2852,3183,100,196,20622,107,536,928
BOS,IAD,263,E90,345,3566,3316,3651,100,0,20622,102,587,1064
IAD,JAX,264,ERJ,490,5448,476,966,37,0,21812,57,1467,65
JAX,IAD,264,ERJ,490,5448,997,1478,37,0,21812,40,1222,223
IAD,JAX,264,ERJ,481,5448,1595,2067,37,0,21812,22,1034,462
JAX,IAD,264,ERJ,481,5448,2168,2658,37,0,21812,41,1230,679
IAD,JAX,264,ERJ,472,5448,2698,3179,37,0,21812,9,918,847
JAX,IAD,264,ERJ,472,5448,3272,3744,37,0,21812,39,1284,1047
IAD,MCO,265,320,713,8534,391,1104,151,0,44685,78,1372,25
MCO,IAD,265,320,713,8534,1144,1844,151,25,44685,74,1329,277
IAD,IAH,265,320,763,9111,2974,3733,151,0,47087,144,759,975
IAH,IAD,265,320,763,9111,3879,4642,151,0,47087,145,805,1235
IAD,PWM,266,CRJ,380,3993,784,1164,50,0,18588,37,768,171
PWM,IAD,266,CRJ,380,3993,1201,1556,50,0,18588,32,745,312
IAD,PWM,266,CRJ,361,3993,2520,2900,50,0,18588,37,868,792
PWM,IAD,266,CRJ,361,3993,3017,3372,50,0,18588,49,790,988
IAD,PWM,266,CRJ,368,3993,3442,3803,50,0,18588,62,866,1101
PWM,IAD,266,CRJ,368,3993,3849,4217,50,0,18588,50,792,1228
IAH,JAX,267,ERJ,716,8852,408,1124,37,0,31520,17,1358,33
JAX,IAH,267,ERJ,716,8852,1217,1940,37,0,31520,38,1715,321
IAH,JAX,267,ERJ,723,8852,2001,2727,37,0,31520,18,1461,609
JAX,IAH,267,ERJ,723,8852,2763,3479,37,29,31520,23,1524,898
IAH,SAP,268,738,727,8802,380,1107,189,0,50609,124,454,13
SAP,IAH,268,738,727,8802,1166,1874,189,0,50609,152,574,292
IAH,SAP,268,738,708,8802,1923,2660,189,0,50609,171,640,577
SAP,IAH,268,738,708,8802,2716,3443,189,0,50609,143,496,866
IAH,SAP,268,738,737,8802,3476,4184,189,0,50609,122,405,1112
SAP,IAH,268,738,737,8802,4241,4978,189,0,50609,146,531,1308
IAH,XNA,269,CRJ,456,5349,461,917,50,0,22658,34,841,52
XNA,IAH,269,CRJ,456,5349,1041,1493,50,0,22658,45,953,234
IAH,XNA,269,CRJ,452,5349,1581,2044,50,0,22658,37,919,456
XNA,IAH,269,CRJ,452,5349,2192,2653,50,0,22658,20,1842,693
IAH,XNA,269,CRJ,463,5349,2709,3165,50,7,22658,28,786,861
XNA,IAH,269,CRJ,463,5349,3263,3715,50,0,22658,56,1079,1043
IAH,XNA,269,CRJ,461,5349,3769,4232,50,0,22658,68,1130,1203
XNA,IAH,269,CRJ,461,5349,4264,4725,50,0,22658,11,652,1313
BHX,FCO,270,321,596,7027,712,1308,197,0,43293,176,572,154
FCO,BHX,270,321,596,7027,1405,1994,197,0,43293,143,441,395
BHX,FCO,270,321,589,7027,2048,2652,197,0,43293,145,415,629
FCO,BHX,270,321,589,7027,2701,3297,197,0,43293,158,501,850
BHX,FCO,270,321,604,7027,3360,3949,197,0,43293,149,488,1076
FCO,BHX,270,321,604,7027,4004,4608,197,0,43293,145,464,1258
